Company Name,Funding Stage,Amount,Year Funded,Investor,Industry,Location
OckyPocky,Seed Round,955981,2020,SucSEED Venture Partners,Education,Gurugram
Gamezop,Series A,5032439,2020,Powerhouse ventures,Media and Entertainment,Gurugram
Phool.co,Pre-Series A,7462445,2020,Kaplan Foundation,Healthcare and Wellness,Kanpur
Chiratae Ventures,Seed Round,955981,2020,Unknown,Finance and FinTech,Bangalore
MedLife,Undisclosed,2000000,2020,Ivy Icon,Healthcare and Wellness,Bangalore
IDfy,Series A,5032439,2020,Millenna FVCI III,Technology,Mumbai
True Balance,Series C,79903750,2020,Balancehero,Finance and FinTech,Gurugram
Bira91,Undisclosed,2000000,2020,Anicut Capital,Agriculture and Food,New Delhi
Max wholesale,Undisclosed,2000000,2020,Al Falaj Commercial Investment Co,E-Commerce and Retail,New Delhi
Craftsvilla,Undisclosed,2000000,2020,Supera Investments,E-Commerce and Retail,Mumbai
MechMocha,Series A,5032439,2020,Accel India,Media and Entertainment,Bangalore
Mindhouse,Undisclosed,2000000,2020,GGV Capital,Healthcare and Wellness,Gurugram
DeepSync,Undisclosed,2000000,2020,Grand Anicut Angel Fund (GAAF),Technology,Chandigarh
Eruditus,Undisclosed,2000000,2020,Bertelsmann India Investments,Education,Mumbai
Gradeup,Undisclosed,2000000,2020,Times Internet,Education,Noida
Tracxn,Series B,2500000,2020,Saif partners,Finance and FinTech,Bangalore
Purple Style Labs,Undisclosed,2000000,2020,Jitendra Gupta,Consumer Goods,Mumbai
ProPhysio,Undisclosed,2000000,2020,Nestavera Ventures.,Healthcare and Wellness,Bangalore
Flickstree,Undisclosed,2000000,2020,MOX,Technology,Mumbai
Settl,Undisclosed,2000000,2020,Sojitz,Professional Services,Gurugram
Fanspole,Pre-Seed,4428638,2020,Mohan Verma,Media and Entertainment,Thane
Sarva,Undisclosed,2000000,2020,Shikhar Dhawan,Healthcare and Wellness,Mumbai
Univ.ai,Undisclosed,2000000,2020,Kiran Mazumdar Shaw.,Education,Bangalore
PurohitJi,Undisclosed,2000000,2020,Bhadresh,Technology,Bangalore
Brick&Bolt,Series A,5032439,2020,Meghna Agarwal,Real Estate and Construction,Bangalore
Grinntech,Undisclosed,2000000,2020,V Sumantran,Industrial and Manufacturing,Chennai
6Degree,Undisclosed,2000000,2020,Keiretsu Forum,Consumer Goods,Mumbai
Exprs,Undisclosed,2000000,2020,Sweta Rau,Technology,Unknown
Bikayi,Seed Round,955981,2020,Mantis ventures,E-Commerce and Retail,Hyderabad
Virtual Forest,Undisclosed,2000000,2020,Napino Auto and Electronics Ltd,Technology,Bangalore
The Health company,Undisclosed,2000000,2020,VCATS,Healthcare and Wellness,Gurugram
TrulyMadly Matchmakers,Pre-Series A,4428638,2020,AngelList,Media and Entertainment,Gurugram
TrueFan,Seed Round,955981,2020,Mayfield India,Media and Entertainment,Mumbai
Fanspole,Pre-Seed,4428638,2020,Better Capital,Media and Entertainment,Mumbai
Byju's,Undisclosed,2000000,2020,DST Global,Education,Bangalore
Avail Finance,Series B,2500000,2020,Alphawave,Finance and FinTech,Bangalore
The Money Club,Undisclosed,2000000,2020,Venture Catalysts,Technology,Delhi
Virohan,Seed Round,955981,2020,Keiretsu Forum,Healthcare and Wellness,Gurgaon
OneCode,Seed Round,955981,2020,WaterBridge Ventures,E-Commerce and Retail,Gurugram
Verloop.io,Undisclosed,2000000,2020,Alpha Wave incubation,Technology,Unknown
Otipy,Pre-Series A,11262932,2020,Inflection Point Ventures,E-Commerce and Retail,Gurugram
Evage,Undisclosed,2000000,2020,Anand Shah,Transportation and Mobility,Chandigarh
LEAD School,Series C,79903750,2020,WestBridge Capital,Education,Mumbai
Trell,Series A,5032439,2020,KTB Network,E-Commerce and Retail,Bangalore
Captain Fresh,Pre-Series A,10325380,2020,Ankur Capital,Agriculture and Food,Bangalore
Teachmint,Undisclosed,2000000,2020,Better Capital,Education,Bangalore
Pixxel,Seed Round,955981,2020,Lightspeed India Partners,Technology,Bangalore
Habbit Health,Pre-Seed,10325380,2020,3one4 Capital,Agriculture and Food,Delhi
SmarterBiz,Pre-Series A,6671339,2020,StartupXseed Ventures,Technology,Bangalore
Able Jobs,Undisclosed,2000000,2020,SAIF Partners,Professional Services,Bangalore
Vieroots,Undisclosed,2000000,2020,Suniel Shetty,Healthcare and Wellness,Kochi
Stack Finance,Seed Round,955981,2020,SOSV,Finance and FinTech,Bangalore
FPL Technologies,Series A,5032439,2020,Matrix Partners India,Finance and FinTech,Pune
Masai School,Series A,5032439,2020,Unitus Ventures,Education,Bangalore
Mitron,Series A,5032439,2020,Nexus Venture Partners,Media and Entertainment,Bangalore
Daalchini,Pre-Series A,6671339,2020,Artha Venture Fund,Technology,Noida
Suno India,Angel,885000,2020,Shobu Yarlagadda,Media and Entertainment,Unknown
LendingKart,Series D,100000000,2020,Fullerton Financial Holdings,Finance and FinTech,Ahmedabad
Text Mercato,Series A,5032439,2020,1Crowd,E-Commerce and Retail,Bangalore
Eden Smart Homes,Undisclosed,2000000,2020,Inflection Point Ventures,Technology,Unknown
GrayQuest,Pre-Series A,8556808,2020,Foundation Holdings,Education,Mumbai
BigHaat,Pre-Series A,10325380,2020,Ankur Capital,Agriculture and Food,Bangalore
CityCash,Seed Round,955981,2020,Orios Venture Partners,Finance and FinTech,Mumbai
HomeLane,Series D,100000000,2020,Evolvence India Fund (EIF),Real Estate and Construction,Chennai
HungerBox,Series C,79903750,2020,IIFL Income Opportunities Fund,Agriculture and Food,Bangalore
DaveAI,Undisclosed,2000000,2020,Mumbai Angels Network,Technology,Bangalore
Eduvanz,Series A,5032439,2020,Sequoia India,Finance and FinTech,Mumbai
ZipLoan,Undisclosed,2000000,2020,Stride Ventures,Finance and FinTech,Delhi
DocSumo,Seed Round,955981,2020,Better Capital,Technology,Mumbai
CUSMAT,Undisclosed,2000000,2020,Venture Catalysts,Technology,Warangal
Chingari,Seed Round,955981,2020,AngelList India,Media and Entertainment,Bangalore
Bolo Indya,Pre-Series A,4428638,2020,Eagle10 Ventures,Media and Entertainment,Gurugram
Data Sutram,Undisclosed,2000000,2020,Uday Sodhi,Technology,Kolkata
Wobot Intelligence,Pre-Series A,6671339,2020,Sequoia Capital India,Technology,Delhi
DrinkPrime,Pre-Series A,8187837,2020,Sequoia Surge,Industrial and Manufacturing,Bangalore
Infeedo,Undisclosed,2000000,2020,Y Combinator,Professional Services,Gurugram
Probus Smart Things,Seed Round,955981,2020,Unicorn India Ventures,Technology,Delhi
CrowdPouch,Angel,885000,2020,Elina Investments,Technology,Bangalore
Rebel Foods,Series E2,10325380,2020,Coatue Management,Agriculture and Food,Mumbai
Hevo,Series A,5032439,2020,Qualgro,Technology,Bangalore
BigSpoon Foods,Pre-Series A,10325380,2020,Urmin Family Office,Agriculture and Food,Ahmedabad
Chingari,Seed Round,955981,2020,LogX Ventures,Media and Entertainment,Bangalore
ShareChat,Undisclosed,2000000,2020,All About Inc,Media and Entertainment,Bangalore
DatStop,Undisclosed,2000000,2020,Shabir Momin,Technology,Delhi
IPHM Services,Seed Round,955981,2020,Indian Angel Fund,Healthcare and Wellness,Mumbai
Wellcure,Undisclosed,2000000,2020,Inflection Point Ventures,Healthcare and Wellness,Gurugram
VilCart,Bridge,11262932,2020,N S Parthasarathy,E-Commerce and Retail,Bangalore
Firescore,Undisclosed,2000000,2020,Crazy Labs,Media and Entertainment,Mumbai
BulBul,Undisclosed,2000000,2020,Info Edge,E-Commerce and Retail,Gurgaon
Toppr,Series D,100000000,2020,Foundation Holdings,Education,Mumbai
Pickright Technologies,Seed Round,955981,2020,Sanjay Mehta,Finance and FinTech,Bangalore
Muse Wearables,Undisclosed,2000000,2020,Dr. Bhaskar Rao Bollineni,Technology,Chennai
SATYA Microcapital,Undisclosed,2000000,2020,BlueOrchard Finance Limited,Finance and FinTech,Delhi
WYN Studio,Seed Round,955981,2020,India Angel Fund,Media and Entertainment,Gurugram
Fourth Partner Energy,Undisclosed,2000000,2020,ResponsAbility Investments AG,Energy and Environment,Bangalore
Entri,Pre-Series A,8556808,2020,Good Capital,Education,Kochi
Snack Amor,Undisclosed,2000000,2020,Dr Srinivas Chunduru,Agriculture and Food,Mumbai
MPowered,Pre-Series A,6671339,2020,Ashok Nichani,Technology,Gurugram
Leap Club,Undisclosed,2000000,2020,Titan Capital,E-Commerce and Retail,Gurugram
Ather Energy,Series C,79903750,2020,Hero MotoCorp,Transportation and Mobility,Bangalore
Gigforce,Undisclosed,2000000,2020,Unitus Venture,Professional Services,Bangalore
Vegrow,Seed Round,955981,2020,Matrix Partners India,Agriculture and Food,Bangalore
Finn,Pre-Series A,11640232,2020,Unicorn India,Finance and FinTech,Bangalore
Bijnis,Series A,5032439,2020,Sequoia Capital India,E-Commerce and Retail,New Delhi
iNurture,Undisclosed,2000000,2020,BlackSoil Capital,Education,Bangalore
StyleDotMe,Pre-Series A,6671339,2020,Survam Partners,Technology,Gurugram
Ripsey,Undisclosed,2000000,2020,Ah! Ventures,Agriculture and Food,Mumbai
ThriveFNC,Seed Round,955981,2020,Rajesh Ranavat,Healthcare and Wellness,Pune
Vedantu,Series D,100000000,2020,Coatue,Education,Bangalore
Magicpin,Series D,100000000,2020,Samsung Venture Investment Corporation,E-Commerce and Retail,Gurugram
Procol,Undisclosed,2000000,2020,Sequoia Surge,Agriculture and Food,Delhi
Yumlane,Pre-Series A,6671339,2020,Jetty Ventures,Technology,Mumbai
Crio,Undisclosed,2000000,2020,021 Capital,Education,Bangalore
Openapp,Undisclosed,2000000,2020,Unicorn India Ventures,Technology,Bangalore
PumPumPum,Undisclosed,2000000,2020,LetsVenture Syndicate,Transportation and Mobility,Gurugram
uFony Services Pvt ltd,Undisclosed,2000000,2020,Chennai Angels,Education,Pune
Protinus Fashion Networking Pvt Ltd,Pre-Series A,3868879,2020,SucSEED Ventures,Consumer Goods,Mumbai
Uable,Seed Round,955981,2020,3one4 Capital,Education,Bangalore
ParkSmart,Undisclosed,2000000,2020,Ah! Ventures,Technology,Delhi
Plum,Seed Round,955981,2020,Incubate Fund,Healthcare and Wellness,Bangalore
IncNut Digital,Series A,5032439,2020,RPSG Ventures,E-Commerce and Retail,Hyderabad
GigIndia,Pre-Series A,6671339,2020,Incubate Fund India,Technology,Pune
Specsmaker,Undisclosed,2000000,2020,Eight Road Ventures,Healthcare and Wellness,Chennai
Piggy Ride,Pre-Series A,6671339,2020,JAFCO Asia,Technology,Bangalore
Chai Waale,Undisclosed,2000000,2020,Tharun Dhariwal,Agriculture and Food,Chennai
NOTO,Pre-Seed,10325380,2020,WEH Ventures,Agriculture and Food,Mumbai
Cuemath,Series B,2500000,2020,Trifecta Capital,Education,Bangalore
Cars24,Undisclosed,2000000,2020,Vivriti Capital,Transportation and Mobility,Gurgaon
JetSynthesys,Undisclosed,2000000,2020,Adar Poonawalla,Technology,Pune
Earth Energy EV,Seed Round,955981,2020,LR Joshi,Transportation and Mobility,Mumbai
Green Cure,Undisclosed,2000000,2020,Venture Catalysts,Healthcare and Wellness,Delhi
Blue Sky Analytics,Seed Round,955981,2020,Beenext,Technology,Gurugram
Edhusk,Undisclosed,2000000,2020,Mumbai Angel Network,Education,Jaipur
Decentro,Series A,5032439,2020,Y Combinator,Finance and FinTech,Bangalore
Zolostays,Series C,79903750,2020,Investcorp,Real Estate and Construction,Bangalore
Frontier Markets,Pre-Series A,11262932,2020,ENGIE RAssembleurs d'Energies,E-Commerce and Retail,Jaipur
Brainwired,Undisclosed,2000000,2020,Kritik Abiram,Agriculture and Food,Kerala
Aye Finance,Series E,18000000,2020,Invest in Vision,Finance and FinTech,Gurugram
Paper Boat,Undisclosed,2000000,2020,Sofina Ventures,Agriculture and Food,Gurugram
Ken42,Undisclosed,2000000,2020,Turbostart,Education,Bangalore
Forbidden Foods,Seed Round,955981,2020,Globevestor,Agriculture and Food,Delhi
Universal Sportsbiz,Undisclosed,2000000,2020,NB Ventures,Consumer Goods,Bangalore
Gobbly,Seed Round,955981,2020,Sauce vc,E-Commerce and Retail,Gurugram
Aerostrovilos,Undisclosed,2000000,2020,Mumbai Angels Network,Transportation and Mobility,Chennai
Mitron,Seed Round,955981,2020,3One4 Capital,Media and Entertainment,Bangalore
Bulk MRO,Undisclosed,2000000,2020,Stride Ventures,E-Commerce and Retail,Mumbai
Inspektlabs,Pre-Series A,6671339,2020,Better Capital,Technology,Delhi
Big Bang Boom Solutions,Series A,5032439,2020,Mumbai Angels Network,Technology,Chennai
Flinto,Pre-Series B,8556808,2020,Lightbox Ventures,Education,Chennai
Zetwerk,Series C,79903750,2020,Greenoaks,E-Commerce and Retail,Bangalore
ChitMonks,Pre-Series A,11640232,2020,Unicorn India Ventures,Finance and FinTech,Hyderabad
Walrus,Pre-Seed,11640232,2020,Better Capital,Finance and FinTech,Bangalore
goDutch,Seed Round,955981,2020,Matrix India,Finance and FinTech,Mumbai
Rusk Media,Seed Round,955981,2020,InfoEdge Venture Fund,Media and Entertainment,Delhi
Bold Care,Pre-Seed,7462445,2020,Rajesh Ranavat,Healthcare and Wellness,Mumbai
Samosa Party,Undisclosed,2000000,2020,Inflection Point Ventures,Agriculture and Food,Bangalore
High Street Essentials,Pre-Series C,11262932,2020,SAIF Partners,E-Commerce and Retail,New Delhi
Byju's,Undisclosed,2000000,2020,BOND,Education,Bangalore
Slice,Pre-Series B,11640232,2020,Gunosy,Finance and FinTech,Bangalore
Bombay Play,Pre-Series A,4428638,2020,Leo capital,Media and Entertainment,Bangalore
Fullife,Undisclosed,2000000,2020,Amansa Capital,Healthcare and Wellness,Mumbai
Oziva,Series A,5032439,2020,Matrix Partners,Agriculture and Food,Mumbai
Aye Finance,Series E,18000000,2020,Capital G,Finance and FinTech,Gurugram
Aether Biomedical,Seed Round,955981,2020,Chiratae Ventures,Healthcare and Wellness,Delhi
91springboard,Undisclosed,2000000,2020,Pearl Brook Holdings Ltd,Real Estate and Construction,Delhi
Yulu,Undisclosed,2000000,2020,Rocketship,Technology,Unknown
Milkbasket,Undisclosed,2000000,2020,Inflection Point Ventures,Transportation and Mobility,Gurugram
MergerDomo,Undisclosed,2000000,2020,Nadir Godrej,E-Commerce and Retail,Noida
GoMechanic,Series B,2500000,2020,Pawan Munjal,Transportation and Mobility,Delhi
Milk Mantra,Undisclosed,2000000,2020,US International Development Finance Corporation,Agriculture and Food,Odisha
Myglamm,Undisclosed,2000000,2020,Tano India,Healthcare and Wellness,Mumbai
Drishti Technologies,Series B,2500000,2020,Sozo Ventures,Technology,Bangalore
Instasolv,Pre-Series A,8556808,2020,Undisclosed,Education,Noida
GoldenPi,Undisclosed,2000000,2020,Rainmatter Capital,Finance and FinTech,Bangalore
Peppermint,Seed Round,955981,2020,Venture Catalysts,Technology,Unknown
Sarva,Undisclosed,2000000,2020,Shikhar Dhawan,Healthcare and Wellness,Mumbai
Jai Kisan,Pre-Series A,11640232,2020,Arkam Ventures,Finance and FinTech,Mumbai
Agro2o,Undisclosed,2000000,2020,Mumbai Angels Network,Agriculture and Food,New Delhi
LetsTransport,Undisclosed,2000000,2020,Stride Ventures,Technology,Bangalore
GabbarDeals,Undisclosed,2000000,2020,Venture Catalysts,E-Commerce and Retail,Pune
Crimson Healthcare,Undisclosed,2000000,2020,Mumbai Angels Network,Technology,Delhi
Biomoneta,Seed Round,955981,2020,Beyond Next Ventures,Healthcare and Wellness,Bangalore
Edvizo,Seed Round,955981,2020,Inflection Point Ventures,Education,Bangalore
Servify,Series C,79903750,2020,Iron Pillar,Technology,Mumbai
Drum Food,Undisclosed,2000000,2020,Danone Manifesto,Agriculture and Food,Mumbai
Innoviti,Series C,79903750,2020,Entrepreneurial Development Bank,Technology,Bangalore
Jiffy ai,Series A,5032439,2020,Nexus Venture Partners,Technology,Bengaluru
Postman,Series C,79903750,2020,Insight Partners,Technology,Unknown
F5,Undisclosed,2000000,2020,Venture Catalysts,E-Commerce and Retail,Unknown
Waycool,Series C,79903750,2020,Induslnd Bank,Agriculture and Food,Chennai
Myelin Foundry,Undisclosed,2000000,2020,Pratithi,Technology,Unknown
Ameliorate Biotech,Angel,885000,2020,PadUp,Healthcare and Wellness,Bangalore
Hapramp,Undisclosed,2000000,2020,Anand Mahindra,Finance and FinTech,Gurugram
MyKaam,Undisclosed,2000000,2020,Dr Apoorva Ranjan Sharma,Professional Services,Bangalore
HealthPlix,Series B,2500000,2020,JSW Ventures,Healthcare and Wellness,Bangalore
YoloBus,Series A,5032439,2020,Nexus Venture Partners,Transportation and Mobility,Gurugram
iNurture Education,Undisclosed,2000000,2020,Kimera Ltd,Education,Unknown
Pocket52,Series A,5032439,2020,Gameskraft,Media and Entertainment,Bangalore
QuaQua,Undisclosed,2000000,2020,Anthill Ventures,Professional Services,Hyderabad
Crofarm,Undisclosed,2000000,2020,Smile group,Agriculture and Food,Delhi
Timios,Pre-Series A,10325380,2020,Rangsons Technologies,Agriculture and Food,Bangalore
Wooden Street,Series A,5032439,2020,IAN Fund,E-Commerce and Retail,Jaipur
BankBazaar,Series D,100000000,2020,WSV Capital,Finance and FinTech,Chennai
Rentmojo,Undisclosed,2000000,2020,Gautam Dalmia,Real Estate and Construction,Bangalore
Credgencies,Seed Round,955981,2020,Titan Capital,Technology,Unknown
Knorish,Pre-Series A,8556808,2020,100x VC,Education,Delhi
LetsTransport,Undisclosed,2000000,2020,Black Soil,Technology,Bangalore
Vahak,Seed Round,955981,2020,Leo Capaitals,Transportation and Mobility,Unknown
Nutrova,Pre-Series A,10325380,2020,DSG Consumer Partners,Agriculture and Food,Mumbai
Cube Wealth,Mid Series,6671339,2020,Beenext,Technology,Mumbai
IVF Access,Series A,5032439,2020,Vertex Ventures SEA & India,Healthcare and Wellness,Bangalore
Hoi Foods,Pre-Series A,10325380,2020,Crowd Fund,Agriculture and Food,Delhi
Ola Financial Services,Series A,5032439,2020,Matrix Partners,Finance and FinTech,Bangalore
Awifs,Undisclosed,2000000,2020,Bisque Limited,Real Estate and Construction,Delhi
Dunzo,Undisclosed,2000000,2020,Undisclosed,Transportation and Mobility,Bangalore
Swiflearn,Seed Round,955981,2020,Stellaris Venture Partners,Education,Gurugram
Remedo,Pre-Series A,7462445,2020,River Rock Ventures. Inflection Point Ventures,Healthcare and Wellness,Delhi
Blowhorn,Undisclosed,2000000,2020,Trifecta Capital,Transportation and Mobility,Bangalore
Toch,Pre-Series A,6671339,2020,Chinaccelerator,Technology,Mumbai
Gram Cover,Pre-Series A,6671339,2020,EMVC,Technology,Noida
Coin DCX,Undisclosed,2000000,2020,Polychain Capital,Finance and FinTech,Mumbai
HomeCapital,Undisclosed,2000000,2020,Varanium NexGen Fund,Finance and FinTech,Mumbai
Euler Motors,Series A,5032439,2020,Inventus III India Fund,Transportation and Mobility,Delhi
Riskcovry,Pre-Series A,6671339,2020,Bharat Inclusion Seed Fund,Technology,Mumbai
NWNT (No Worry No Tension Healthcare),Pre-Series A,7462445,2020,Amit Burman,Healthcare and Wellness,Delhi
Voicezen,Undisclosed,2000000,2020,Bharti Airtel,Technology,Gurugram
Leap Club,Pre-Seed,11262932,2020,Whiteboard Capital,E-Commerce and Retail,Gurugram
Credit Mantri,Undisclosed,2000000,2020,IDG Ventures,Finance and FinTech,Chennai
Xtracap,Undisclosed,2000000,2020,Angel Investors,Finance and FinTech,Gurugram
Tring,Undisclosed,2000000,2020,Kalyan Krishnamurthy,Media and Entertainment,Mumbai
Vakilsearch,Undisclosed,2000000,2020,Sujeet Kumar,Professional Services,Chennai
Khatabook,Series B,2500000,2020,B Capital Group,Finance and FinTech,Bangalore
LendingKart,Series D,100000000,2020,Fullerton Financial Holdings,Finance and FinTech,Ahmedabad
Illumnus,Seed Round,955981,2020,Angel investors. HNI,Education,Unknown
LetsTransport,Undisclosed,2000000,2020,Innoven Capital,Technology,Bangalore
Eggoz,Seed Round,955981,2020,Tracxn Labs,Agriculture and Food,Bihar
Winuall,Undisclosed,2000000,2020,Ankit Bhati,Education,Bangalore
Indian School Finance Company,Seed Round,955981,2020,Gray Matters Capital,Finance and FinTech,Hyderabad
Juicy Chemistry,Series A,5032439,2020,Akya Ventures,Professional Services,Coimbatore
DeepTek,Undisclosed,2000000,2020,GHV Accelerator,Healthcare and Wellness,Pune
Stepathlon Lifestyle,Undisclosed,2000000,2020,Josh Liberman,Healthcare and Wellness,Mumbai
